x,y,R,G,B,date,time,filename,watershed,temperature,class,year,week,month,season_autumn,season_spring,season_winter,temp_F
1723,1429,184,173,216,2019-12-02,2024-09-11 12:00:00,Hbwtr_w6_20191202_120000.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1933,1435,189,181,220,2019-12-02,2024-09-11 12:00:00,Hbwtr_w6_20191202_120000.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1937,1411,185,177,218,2019-12-02,2024-09-11 12:00:00,Hbwtr_w6_20191202_120000.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1940,1413,184,176,217,2019-12-02,2024-09-11 12:00:00,Hbwtr_w6_20191202_120000.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1943,1415,184,176,217,2019-12-02,2024-09-11 12:00:00,Hbwtr_w6_20191202_120000.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1946,1417,183,175,214,2019-12-02,2024-09-11 12:00:00,Hbwtr_w6_20191202_120000.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1949,1419,183,175,214,2019-12-02,2024-09-11 12:00:00,Hbwtr_w6_20191202_120000.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1952,1421,185,177,216,2019-12-02,2024-09-11 12:00:00,Hbwtr_w6_20191202_120000.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1300,1334,195,186,229,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1304,1338,196,187,230,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1308,1342,196,187,230,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1312,1346,196,187,230,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1205,1413,196,187,230,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1210,1404,197,188,233,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1214,1412,197,188,233,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1111,1454,199,192,234,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1115,1458,202,195,237,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1119,1462,203,196,238,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1123,1466,200,189,232,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1048,1526,201,194,238,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1051,1527,201,194,238,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1054,1528,205,198,242,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1057,1529,203,196,238,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1060,1530,201,194,238,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1064,1506,197,190,232,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1067,1507,198,191,233,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1371,1439,193,186,230,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1374,1425,194,185,230,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1376,1441,198,187,230,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1379,1427,194,187,231,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1382,1413,196,189,233,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1384,1429,193,186,230,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1387,1415,195,190,231,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1389,1431,194,185,230,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1392,1417,192,190,229,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1394,1433,192,183,226,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1397,1419,193,187,231,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1663,1363,195,186,231,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1666,1364,195,186,229,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1670,1340,197,188,231,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1673,1341,200,189,232,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1676,1342,197,188,231,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1679,1343,198,189,232,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1682,1344,199,190,233,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1465,1270,61,41,66,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
1471,1268,56,38,60,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
1054,1329,79,70,97,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
1058,1325,75,67,91,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
1062,1321,80,67,93,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
1066,1317,86,76,100,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
1070,1313,74,65,84,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
1073,1329,70,59,89,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
987,1707,73,59,92,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
990,1708,77,62,95,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
993,1709,74,60,95,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
996,1710,69,57,93,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
999,1711,71,58,102,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
1062,1695,97,83,116,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
1066,1691,97,82,115,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
1070,1687,106,95,129,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
1074,1683,127,113,146,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
1077,1699,81,70,102,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
1752,1435,110,95,126,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
1755,1442,62,43,75,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
1758,1449,64,47,81,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,rock,2019,49,12,True,False,False,28
1266,1526,202,191,234,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1268,1544,187,180,222,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1271,1533,189,182,226,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1274,1522,198,189,232,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1276,1540,191,184,226,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1279,1529,196,187,230,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1281,1547,192,185,227,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1284,1536,193,184,227,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1287,1525,200,191,236,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1446,1512,200,191,234,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1450,1520,200,191,236,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1455,1511,198,189,234,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1459,1519,203,191,237,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1577,1468,203,196,238,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1583,1460,200,191,236,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1344,1602,200,191,234,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1347,1609,198,187,230,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1350,1616,198,189,234,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1354,1600,197,190,232,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1357,1607,190,187,230,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1360,1614,193,190,233,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1364,1598,198,189,232,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1367,1605,192,185,229,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1157,1606,199,192,233,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1162,1617,198,191,235,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
940,1494,202,197,238,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
944,1486,200,194,238,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
947,1499,202,195,237,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
951,1491,195,189,233,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
954,1504,199,190,235,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1587,1290,195,184,226,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1592,1296,195,184,226,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
889,1357,187,181,225,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
895,1355,189,184,225,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
900,1366,194,187,231,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1268,1275,175,164,207,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1271,1291,179,170,213,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1275,1287,177,169,210,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1279,1283,175,167,208,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1283,1279,172,165,207,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1396,1489,195,186,231,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1399,1502,202,193,236,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1403,1494,201,192,235,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1406,1507,201,192,235,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1410,1499,202,193,236,2019-12-03,2024-09-11 12:04:57,Hbwtr_w6_20191203_120457.JPG,w6,28F,snow_o,2019,49,12,True,False,False,28
1445,1271,38,29,48,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1448,1284,36,25,39,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1452,1280,33,25,40,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1456,1276,38,32,46,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1460,1272,30,21,38,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1717,1454,69,57,71,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1723,1458,106,96,107,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1036,1311,79,67,89,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1040,1311,69,56,76,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1044,1311,71,56,77,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1048,1311,67,49,71,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1060,1697,71,64,82,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1064,1705,79,72,90,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1069,1699,71,59,79,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1073,1707,72,67,87,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1119,1298,47,32,51,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1123,1294,45,33,55,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1126,1307,43,30,50,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1130,1303,39,27,47,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,rock,2019,49,12,True,False,False,33
1274,1345,158,150,191,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1277,1355,179,168,210,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1281,1347,154,145,188,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1284,1357,179,168,210,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1288,1349,170,159,202,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1222,1445,188,180,221,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1226,1433,187,178,221,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1229,1440,187,179,220,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1149,1468,191,183,222,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1153,1452,185,178,219,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1156,1456,186,179,220,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1159,1460,186,179,220,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1162,1464,197,186,226,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1165,1468,192,184,225,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1087,1501,184,178,216,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1089,1511,189,182,223,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1092,1494,179,172,214,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1094,1504,188,180,221,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1097,1487,192,186,224,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1099,1497,181,174,215,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1101,1507,187,179,220,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1104,1490,190,186,221,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1106,1500,182,176,214,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
999,1505,192,185,226,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1002,1515,197,191,229,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1006,1507,195,189,227,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1010,1499,197,190,231,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1013,1509,196,189,230,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1261,1572,193,183,220,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1263,1578,200,189,229,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1266,1555,185,174,216,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1268,1561,188,180,221,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1270,1567,193,182,224,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1272,1573,196,185,225,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1274,1579,196,185,225,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1277,1556,186,178,217,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1279,1562,187,181,219,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1409,1500,201,190,230,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1412,1501,202,191,231,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1415,1502,200,189,229,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1418,1503,202,191,231,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1421,1504,200,192,231,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1645,1363,191,180,220,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1647,1383,185,174,216,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1650,1381,183,172,212,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1653,1379,182,174,213,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1656,1377,182,176,214,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
1659,1375,183,176,217,2019-12-04,2024-09-11 11:59:53,Hbwtr_w6_20191204_115953.JPG,w6,33F,snow_o,2019,49,12,True,False,False,33
